,degree,clustering,closeness,pagerank,betweenness
0,2.6525902543834053e-05,0.0,0.27502662795278465,4.6933921112213284e-05,0.0
1,0.00021220722035067242,0.17857142857142858,0.2949797342764589,0.000951508351135999,1.149914623965742e-06
2,2.6525902543834053e-05,0.0,0.261865896098303,3.5967146686743945e-05,0.0
3,0.00013262951271917026,0.0,0.27873979652194486,0.00010457254393259063,5.317143222782761e-05
4,5.3051805087668106e-05,0.0,0.2431032926215871,8.647323738841806e-06,6.135293162401467e-09
5,2.6525902543834053e-05,0.0,0.34343940456777416,0.0020266950596123934,0.0
6,0.0001591554152630043,0.3333333333333333,0.37227329732291864,0.004883561283349991,2.0988882170058787e-06
7,0.00021220722035067242,0.32142857142857145,0.32022662793265716,0.0025926209054887295,6.165521426737541e-07
8,0.00021220722035067242,0.75,0.3515615528801768,0.0037746354937553406,1.7843052546595572e-07
9,0.00018568131780683837,0.23809523809523808,0.34361783578824556,0.0021601913031190634,2.7123085601488128e-05
10,0.0017507095678930475,0.07272727272727272,0.39077659839124307,0.012228625826537609,0.00018972573161590844
11,5.3051805087668106e-05,1.0,0.3715285306001774,0.004417631309479475,0.0
12,0.0001591554152630043,0.13333333333333333,0.30126181704851485,0.0007254632073454559,1.399183702233131e-06
13,7.957770763150216e-05,0.6666666666666666,0.35147960991254734,0.002927376190200448,5.704161480934999e-07
14,0.00047746624578901296,0.1895424836601307,0.3240611004616059,0.003116965526714921,4.044100478495238e-06
15,0.00047746624578901296,0.37254901960784315,0.38497829971917286,0.007653127424418926,6.669835420325398e-05
16,2.6525902543834053e-05,0.0,0.3091374263011587,0.0008026706636883318,0.0
17,7.957770763150216e-05,0.0,0.28768419526414996,0.00026823594816960394,1.2229706136679397e-08
18,7.957770763150216e-05,0.6666666666666666,0.3436147038181437,0.002187923528254032,8.501176580466563e-07
19,0.0005835698559643491,0.11255411255411256,0.3275496550645559,0.0027193569112569094,1.1036461728508584e-05
20,0.00010610361017533621,0.5,0.28892107723670696,0.00038279686123132706,1.5775293960018644e-08
21,0.0008753547839465238,0.12121212121212122,0.3789796431264137,0.007316555827856064,3.9306389226112515e-05
22,0.00018568131780683837,0.23809523809523808,0.3238634411188619,0.0018101189052686095,4.337737209425541e-06
23,0.0003183108305260086,0.030303030303030304,0.34732817394508936,0.0029475523624569178,3.1059375032782555e-05
24,0.00047746624578901296,0.1503267973856209,0.3337671536077911,0.0034790474455803633,8.199172043532599e-06
25,0.00037136263561367674,0.3956043956043956,0.35074383856051655,0.005429510958492756,6.564202521985862e-06
26,0.00018568131780683837,0.38095238095238093,0.3483680786574998,0.0032260632142424583,2.8128461053711362e-06
27,0.0018568131780683837,0.05300207039337474,0.32096820883069116,0.0030121328309178352,7.857504533603787e-05
28,2.6525902543834053e-05,0.0,0.21094007911861637,4.4707743995786586e-07,0.0
29,5.3051805087668106e-05,1.0,0.3490712790977611,0.0030338626820594072,0.0
30,0.0001591554152630043,0.6,0.33186031567179286,0.0027648149989545345,4.1466205402684864e-07
31,0.00018568131780683837,0.09523809523809523,0.3422732266235712,0.0025235118810087442,5.123204118717695e-06
32,5.3051805087668106e-05,0.0,0.27603148453230825,4.894650919595733e-05,1.929369730646613e-08
33,5.3051805087668106e-05,1.0,0.2763977887590363,5.04116942465771e-05,0.0
34,0.00010610361017533621,0.0,0.266269723552429,5.590062210103497e-05,4.0359074660045735e-07
35,0.0007161993686835194,0.1737891737891738,0.3585668359679659,0.00689836498349905,8.312150021083653e-05
36,0.0006100957585081832,0.13043478260869565,0.32947335302651587,0.004097421187907457,5.155742201168323e-06
37,2.6525902543834053e-05,0.0,0.2599052733903715,3.889879008056596e-05,0.0
38,0.003368789623066925,0.07086614173228346,0.3926447460239759,0.015103667043149471,0.0004141847020946443
39,2.6525902543834053e-05,0.0,0.29705068906556564,0.0003952532133553177,0.0
40,0.00013262951271917026,0.3,0.34482474754866094,0.003484034910798073,1.114925544243306e-05
41,0.00018568131780683837,0.2857142857142857,0.2803253942877538,0.00029046228155493736,7.687069825124127e-08
42,0.0014589246399108729,0.06127946127946128,0.36893973498267796,0.008416237309575081,0.00019669295579660684
43,0.00021220722035067242,0.17857142857142858,0.34410712329767423,0.002997973468154669,4.834340870729648e-06
44,5.3051805087668106e-05,0.0,0.27690940341702047,0.00016170210437849164,7.445587613119642e-08
45,7.957770763150216e-05,0.0,0.22563307617263484,2.1549876692006364e-06,5.308223990141414e-05
46,7.957770763150216e-05,0.3333333333333333,0.3119874208631605,0.0009062705794349313,1.567024810356088e-06
47,2.6525902543834053e-05,0.0,0.23146539285692358,2.649928092068876e-06,0.0
48,5.3051805087668106e-05,0.0,0.28970260508722046,0.00036822640686295927,3.4713031027422403e-07
49,0.00013262951271917026,0.1,0.29243980389723223,0.00028872943948954344,0.00011904122948180884
50,5.3051805087668106e-05,1.0,0.3181860382677391,0.0010633636265993118,0.0
51,0.00013262951271917026,0.1,0.2994669822936443,0.00043151757563464344,2.6947554943035357e-06
52,0.0008223029788588556,0.14623655913978495,0.34958595684307164,0.003589779371395707,4.76571440231055e-05
53,5.3051805087668106e-05,1.0,0.2989824809066468,0.00039603558252565563,0.0
54,2.6525902543834053e-05,0.0,0.2322468165324692,3.231074060749961e-06,0.0
55,7.957770763150216e-05,0.3333333333333333,0.2968144742229081,0.00046557802124880254,2.3536056232842384e-06
56,0.0023342794238573965,0.020114942528735632,0.35169274113048427,0.004181625321507454,0.00046446631313301623
57,2.6525902543834053e-05,0.0,0.26832410425771186,5.492852505994961e-05,0.0
58,0.00018568131780683837,0.19047619047619047,0.34153832215981156,0.002493116771802306,1.9328022972331382e-05
59,2.6525902543834053e-05,0.0,0.2617422638182058,3.0638260795967653e-05,0.0
60,2.6525902543834053e-05,0.0,0.20978970389373341,2.4184598146348435e-07,0.0
61,0.0005570439534205151,0.24761904761904763,0.3644915835984105,0.007399530615657568,8.801477633824106e-06
62,2.6525902543834053e-05,0.0,0.2265428760290848,2.784744310702081e-06,0.0
63,2.6525902543834053e-05,0.0,0.26068887306120475,2.8833937903982587e-05,0.0
64,2.6525902543834053e-05,0.0,0.2723030806457438,6.334845238598064e-05,0.0
65,7.957770763150216e-05,0.3333333333333333,0.3486354766814941,0.002891885582357645,1.3055928320682142e-06
66,0.00010610361017533621,0.3333333333333333,0.34329241640562397,0.002583648543804884,1.953175114977057e-07
67,0.0007161993686835194,0.18233618233618235,0.36549872023578683,0.006572237703949213,7.345270569203421e-05
68,0.00010610361017533621,0.5,0.2905913729843061,0.00021811215265188366,5.1402118117493956e-08
69,0.0003183108305260086,0.06060606060606061,0.3440977007822269,0.002362485509365797,6.127732376626227e-06
