degree,clustering,closeness,pagerank,betweenness
2.6525902543834053e-05,0.0,0.2750266279527846,4.693392111221328e-05,0.0
0.0002122072203506,0.1785714285714285,0.2949797342764589,0.0009515083511359,1.149914623965742e-06
2.6525902543834053e-05,0.0,0.261865896098303,3.5967146686743945e-05,0.0
0.0001326295127191,0.0,0.2787397965219448,0.0001045725439325,5.317143222782761e-05
5.3051805087668106e-05,0.0,0.2431032926215871,8.647323738841806e-06,6.135293162401467e-09
2.6525902543834053e-05,0.0,0.3434394045677741,0.0020266950596123,0.0
0.000159155415263,0.3333333333333333,0.3722732973229186,0.0048835612833499,2.0988882170058787e-06
0.0002122072203506,0.3214285714285714,0.3202266279326571,0.0025926209054887,6.165521426737541e-07
0.0002122072203506,0.75,0.3515615528801768,0.0037746354937553,1.7843052546595572e-07
0.0001856813178068,0.238095238095238,0.3436178357882455,0.002160191303119,2.7123085601488128e-05
0.001750709567893,0.0727272727272727,0.390776598391243,0.0122286258265376,0.0001897257316159
5.3051805087668106e-05,1.0,0.3715285306001774,0.0044176313094794,0.0
0.000159155415263,0.1333333333333333,0.3012618170485148,0.0007254632073454,1.399183702233131e-06
7.957770763150216e-05,0.6666666666666666,0.3514796099125473,0.0029273761902004,5.704161480934999e-07
0.000477466245789,0.1895424836601307,0.3240611004616059,0.0031169655267149,4.044100478495238e-06
0.000477466245789,0.3725490196078431,0.3849782997191728,0.0076531274244189,6.669835420325398e-05
2.6525902543834053e-05,0.0,0.3091374263011587,0.0008026706636883,0.0
7.957770763150216e-05,0.0,0.2876841952641499,0.0002682359481696,1.2229706136679397e-08
7.957770763150216e-05,0.6666666666666666,0.3436147038181437,0.002187923528254,8.501176580466563e-07
0.0005835698559643,0.1125541125541125,0.3275496550645559,0.0027193569112569,1.1036461728508584e-05
0.0001061036101753,0.5,0.2889210772367069,0.0003827968612313,1.5775293960018644e-08
0.0008753547839465,0.1212121212121212,0.3789796431264137,0.007316555827856,3.930638922611252e-05
0.0001856813178068,0.238095238095238,0.3238634411188619,0.0018101189052686,4.337737209425541e-06
0.000318310830526,0.0303030303030303,0.3473281739450893,0.0029475523624569,3.1059375032782555e-05
0.000477466245789,0.1503267973856209,0.3337671536077911,0.0034790474455803,8.199172043532599e-06
0.0003713626356136,0.3956043956043956,0.3507438385605165,0.0054295109584927,6.564202521985862e-06
0.0001856813178068,0.3809523809523809,0.3483680786574998,0.0032260632142424,2.812846105371136e-06
0.0018568131780683,0.0530020703933747,0.3209682088306911,0.0030121328309178,7.857504533603787e-05
2.6525902543834053e-05,0.0,0.2109400791186163,4.4707743995786586e-07,0.0
5.3051805087668106e-05,1.0,0.3490712790977611,0.0030338626820594,0.0
0.000159155415263,0.6,0.3318603156717928,0.0027648149989545,4.146620540268487e-07
0.0001856813178068,0.0952380952380952,0.3422732266235712,0.0025235118810087,5.123204118717695e-06
5.3051805087668106e-05,0.0,0.2760314845323082,4.894650919595733e-05,1.9293697306466132e-08
5.3051805087668106e-05,1.0,0.2763977887590363,5.04116942465771e-05,0.0
0.0001061036101753,0.0,0.266269723552429,5.590062210103497e-05,4.035907466004574e-07
0.0007161993686835,0.1737891737891738,0.3585668359679659,0.006898364983499,8.312150021083653e-05
0.0006100957585081,0.1304347826086956,0.3294733530265158,0.0040974211879074,5.155742201168323e-06
2.6525902543834053e-05,0.0,0.2599052733903715,3.889879008056596e-05,0.0
0.0033687896230669,0.0708661417322834,0.3926447460239759,0.0151036670431494,0.0004141847020946
2.6525902543834053e-05,0.0,0.2970506890655656,0.0003952532133553,0.0
0.0001326295127191,0.3,0.3448247475486609,0.003484034910798,1.114925544243306e-05
0.0001856813178068,0.2857142857142857,0.2803253942877538,0.0002904622815549,7.687069825124128e-08
0.0014589246399108,0.0612794612794612,0.3689397349826779,0.008416237309575,0.0001966929557966
0.0002122072203506,0.1785714285714285,0.3441071232976742,0.0029979734681546,4.834340870729648e-06
5.3051805087668106e-05,0.0,0.2769094034170204,0.0001617021043784,7.445587613119643e-08
7.957770763150216e-05,0.0,0.2256330761726348,2.1549876692006364e-06,5.308223990141414e-05
7.957770763150216e-05,0.3333333333333333,0.3119874208631605,0.0009062705794349,1.567024810356088e-06
2.6525902543834053e-05,0.0,0.2314653928569235,2.649928092068876e-06,0.0
5.3051805087668106e-05,0.0,0.2897026050872204,0.0003682264068629,3.471303102742241e-07
0.0001326295127191,0.1,0.2924398038972322,0.0002887294394895,0.0001190412294818
5.3051805087668106e-05,1.0,0.3181860382677391,0.0010633636265993,0.0
0.0001326295127191,0.1,0.2994669822936443,0.0004315175756346,2.694755494303536e-06
0.0008223029788588,0.1462365591397849,0.3495859568430716,0.0035897793713957,4.76571440231055e-05
5.3051805087668106e-05,1.0,0.2989824809066468,0.0003960355825256,0.0
2.6525902543834053e-05,0.0,0.2322468165324692,3.231074060749961e-06,0.0
7.957770763150216e-05,0.3333333333333333,0.2968144742229081,0.0004655780212488,2.3536056232842384e-06
0.0023342794238573,0.0201149425287356,0.3516927411304842,0.0041816253215074,0.000464466313133
2.6525902543834053e-05,0.0,0.2683241042577118,5.492852505994961e-05,0.0
0.0001856813178068,0.1904761904761904,0.3415383221598115,0.0024931167718023,1.9328022972331382e-05
2.6525902543834053e-05,0.0,0.2617422638182058,3.0638260795967653e-05,0.0
2.6525902543834053e-05,0.0,0.2097897038937334,2.418459814634844e-07,0.0
0.0005570439534205,0.2476190476190476,0.3644915835984105,0.0073995306156575,8.801477633824106e-06
2.6525902543834053e-05,0.0,0.2265428760290848,2.784744310702081e-06,0.0
2.6525902543834053e-05,0.0,0.2606888730612047,2.8833937903982587e-05,0.0
2.6525902543834053e-05,0.0,0.2723030806457438,6.334845238598064e-05,0.0
7.957770763150216e-05,0.3333333333333333,0.3486354766814941,0.0028918855823576,1.3055928320682142e-06
0.0001061036101753,0.3333333333333333,0.3432924164056239,0.0025836485438048,1.953175114977057e-07
0.0007161993686835,0.1823361823361823,0.3654987202357868,0.0065722377039492,7.345270569203421e-05
0.0001061036101753,0.5,0.2905913729843061,0.0002181121526518,5.140211811749396e-08
0.000318310830526,0.0606060606060606,0.3440977007822269,0.0023624855093657,6.127732376626227e-06
2.6525902543834053e-05,0.0,0.2558466236851034,1.4753528375877067e-05,0.0
7.957770763150216e-05,0.3333333333333333,0.2936699591811298,0.0002334680757485,2.5065686415359778e-08
0.000159155415263,0.1333333333333333,0.2872436073268111,0.0002811985323205,1.2716745345642266e-07
0.0336083185230377,0.0061408135299889,0.3992692226223258,0.0624792911112308,0.0094600087031722
0.000159155415263,0.0666666666666666,0.3086666393744627,0.0007531789597123,6.098245194152696e-06
0.000477466245789,0.1111111111111111,0.3316968017245171,0.0026662347372621,1.2399819752317852e-05
0.0001061036101753,0.1666666666666666,0.2735061957688847,8.865423296811059e-05,7.055412254430848e-08
2.6525902543834053e-05,0.0,0.2588648099318831,2.6232173695461825e-05,0.0
0.0003978885381575,0.1333333333333333,0.3459195096437943,0.0026066759601235,1.0735412615758833e-05
2.6525902543834053e-05,0.0,0.2593349292829233,1.9935423551942225e-05,0.0
2.6525902543834053e-05,0.0,0.3411488968924764,0.0023909364826977,0.0
0.0005039921483328,0.1345029239766081,0.3480882339362713,0.0044323243200778,2.8731174097629264e-05
5.3051805087668106e-05,0.0,0.2389657642353209,9.220767424267253e-06,5.3206523631388344e-09
0.0001856813178068,0.0952380952380952,0.3151326183450501,0.0007262508734129,1.80190345417941e-05
5.3051805087668106e-05,0.0,0.3092388584928102,0.0005569894565269,9.494591779457553e-08
0.0001326295127191,0.1,0.3038306240379113,0.000632234616205,2.3497790380133665e-07
0.001432398737367,0.1229909154437456,0.3536392033995291,0.0049745105206966,0.0001352457184111
0.000636621661052,0.1485507246376811,0.3610876977893567,0.0060390830039978,7.229452603496611e-05
0.0011671397119286,0.0560253699788583,0.3500566419670548,0.0038256153929978,8.760323544265702e-05
0.0001326295127191,0.4,0.3476516751353295,0.0026810877025127,9.624045560485683e-06
0.0001326295127191,0.0,0.2579631999233617,3.5462071537040174e-05,2.322597538295668e-06
5.3051805087668106e-05,0.0,0.2653532388735209,5.868259540875442e-05,3.832374062540112e-08
0.0014589246399108,0.0619528619528619,0.3559901415499674,0.0062531004659831,0.0001900854549603
2.6525902543834053e-05,0.0,0.2608566288402989,5.054958091932349e-05,0.0
0.0038197299663121,0.0578865578865578,0.3882292363935946,0.0145028950646519,0.0004908848204649
2.6525902543834053e-05,0.0,0.265205768554344,6.924694025656208e-05,0.0
2.6525902543834053e-05,0.0,0.2852484072577594,0.0001826208754209,0.0
0.0002387331228945,0.5555555555555556,0.354383853956138,0.0043819057755172,1.4555410416505763e-05
0.0006100957585081,0.1106719367588932,0.3536657441718654,0.0047402419149875,1.4160778846417088e-05
0.0005039921483328,0.0701754385964912,0.3120752311653049,0.0008642381289973,7.014899892965332e-05
2.6525902543834053e-05,0.0,0.3434394045677741,0.0020266950596123,0.0
0.0012467174195602,0.0157261794634597,0.3101700632697893,0.0011319129262119,0.0001762199390213
5.3051805087668106e-05,0.0,0.2806091687942418,0.0001008936669677,5.278211201442673e-09
7.957770763150216e-05,1.0,0.256969721756438,2.1243457013042644e-05,0.0
0.0002122072203506,0.3571428571428571,0.3444372367543467,0.0031000340823084,2.2144729882711545e-05
0.0003448367330698,0.1282051282051282,0.2931014375568531,0.0003681037633214,1.8260450360685356e-06
0.0001326295127191,0.3,0.3458147961289731,0.0024308112915605,5.859820248588221e-06
0.0012467174195602,0.1174838112858464,0.3466861625329912,0.0048912488855421,0.000140613730764
0.0006100957585081,0.1146245059288537,0.3458877715795654,0.002357673831284,0.0001271796500077
0.0001061036101753,0.5,0.28192913444712,0.0001011660860967,4.189895150830125e-07
0.000159155415263,0.2,0.2802462069119319,0.0002049252216238,1.3660348940902622e-07
5.3051805087668106e-05,0.0,0.2665747419035497,7.23079065210186e-05,2.799459331015441e-08
2.6525902543834053e-05,0.0,0.209084606638751,2.3868113885328057e-07,0.0
0.0001856813178068,0.1904761904761904,0.3123441344855299,0.001133689074777,1.4795932656852528e-05
